NO.,?as,Interval,Vnit?ní teplota(°C),Vnit?ní vlhkost(%),Venkovní teplota(°C),Venkovní vlhkost(%),Relativní tlak vzduchu(hpa),Absolutní tlak vzduchu(hpa),Rychlost v?tru(m/s),Nárazy v?tru(m/s),Sm?r v?tru,Rosný bod(°C),WindChill(°C),Hodinový úhrn srážek(mm),Denní úhrn srážek(mm),Týdenní úhrn srážek(mm),M?sí?ní úhrn srážek(mm),Celkový úhrn srážek(mm)
1, 01.09.2019 0:15:48,10, 23.0,69, 18.3,88, 1010.8, 964.0, 0.0, 0.0, SE, 16.3, 18.3, 0.00, 0.00, 0.00, 0.00, 25.80
2, 01.09.2019 0:25:48,10, 23.0,69, 18.2,88, 1010.8, 964.0, 0.0, 0.0, S, 16.2, 18.2, 0.00, 0.00, 0.00, 0.00, 25.80
3, 01.09.2019 0:35:48,10, 23.0,69, 18.3,88, 1010.9, 964.1, 1.4, 2.4, SE, 16.3, 18.3, 0.00, 0.00, 0.00, 0.00, 25.80
4, 01.09.2019 0:45:48,10, 22.9,69, 18.3,88, 1010.8, 964.0, 0.7, 1.4, SE, 16.3, 18.3, 0.00, 0.00, 0.00, 0.00, 25.80
5, 01.09.2019 0:55:48,10, 22.9,69, 18.2,88, 1010.7, 963.9, 0.3, 1.4, SE, 16.2, 18.2, 0.00, 0.00, 0.00, 0.00, 25.80
6, 01.09.2019 1:05:48,10, 22.9,68, 18.1,87, 1010.9, 964.1, 0.7, 1.7, SE, 15.9, 18.1, 0.00, 0.00, 0.00, 0.00, 25.80
7, 01.09.2019 1:15:48,10, 22.8,68, 18.0,87, 1010.8, 964.0, 1.4, 2.7, SE, 15.8, 18.0, 0.00, 0.00, 0.00, 0.00, 25.80
8, 01.09.2019 1:25:48,10, 22.8,68, 18.0,87, 1010.8, 964.0, 0.7, 2.4, E, 15.8, 18.0, 0.00, 0.00, 0.00, 0.00, 25.80
9, 01.09.2019 1:35:48,10, 22.7,67, 17.9,87, 1010.6, 963.8, 1.0, 2.0, SE, 15.7, 17.9, 0.00, 0.00, 0.00, 0.00, 25.80
10, 01.09.2019 1:45:48,10, 22.6,67, 17.8,87, 1010.6, 963.8, 1.4, 2.4, SE, 15.6, 17.8, 0.00, 0.00, 0.00, 0.00, 25.80
11, 01.09.2019 1:55:48,10, 22.6,67, 17.6,87, 1010.5, 963.7, 1.0, 2.4, E, 15.4, 17.6, 0.00, 0.00, 0.00, 0.00, 25.80
12, 01.09.2019 2:05:48,10, 22.5,67, 17.6,87, 1010.3, 963.5, 0.7, 1.7, S, 15.4, 17.6, 0.00, 0.00, 0.00, 0.00, 25.80
13, 01.09.2019 2:15:48,10, 22.4,67, 17.4,87, 1010.2, 963.4, 1.4, 2.0, E, 15.2, 17.4, 0.00, 0.00, 0.00, 0.00, 25.80
14, 01.09.2019 2:25:48,10, 22.4,67, 17.3,87, 1010.3, 963.5, 2.0, 3.1, S, 15.1, 16.5, 0.00, 0.00, 0.00, 0.00, 25.80
15, 01.09.2019 2:35:48,10, 22.3,67, 17.3,87, 1010.1, 963.3, 1.4, 2.4, S, 15.1, 17.3, 0.00, 0.00, 0.00, 0.00, 25.80
16, 01.09.2019 2:45:48,10, 22.2,67, 17.3,87, 1010.1, 963.3, 0.3, 0.7, SE, 15.1, 17.3, 0.00, 0.00, 0.00, 0.00, 25.80
17, 01.09.2019 2:55:48,10, 22.2,67, 17.0,87, 1010.0, 963.2, 1.0, 1.7, SE, 14.8, 17.0, 0.00, 0.00, 0.00, 0.00, 25.80
18, 01.09.2019 3:05:48,10, 22.1,67, 16.8,87, 1010.0, 963.2, 0.0, 1.0, SE, 14.6, 16.8, 0.00, 0.00, 0.00, 0.00, 25.80
19, 01.09.2019 3:15:48,10, 22.1,67, 16.6,87, 1009.9, 963.1, 0.0, 0.0, SE, 14.4, 16.6, 0.00, 0.00, 0.00, 0.00, 25.80
20, 01.09.2019 3:25:48,10, 22.1,67, 16.5,88, 1009.9, 963.1, 0.0, 0.0, SE, 14.5, 16.5, 0.00, 0.00, 0.00, 0.00, 25.80
21, 01.09.2019 3:35:48,10, 22.0,67, 16.4,88, 1009.8, 963.0, 0.7, 1.0, SE, 14.4, 16.4, 0.00, 0.00, 0.00, 0.00, 25.80
22, 01.09.2019 3:45:48,10, 22.0,67, 16.3,88, 1009.8, 963.0, 0.7, 1.4, S, 14.3, 16.3, 0.00, 0.00, 0.00, 0.00, 25.80
23, 01.09.2019 3:55:48,10, 22.0,67, 16.1,88, 1009.7, 962.9, 0.7, 1.4, S, 14.1, 16.1, 0.00, 0.00, 0.00, 0.00, 25.80
24, 01.09.2019 4:05:48,10, 22.0,67, 16.1,89, 1009.6, 962.8, 0.0, 0.3, S, 14.3, 16.1, 0.00, 0.00, 0.00, 0.00, 25.80
25, 01.09.2019 4:15:48,10, 22.0,67, 16.0,89, 1009.5, 962.7, 0.3, 1.0, SE, 14.2, 16.0, 0.00, 0.00, 0.00, 0.00, 25.80
26, 01.09.2019 4:25:48,10, 22.0,66, 16.0,89, 1009.5, 962.7, 0.7, 1.7, SE, 14.2, 16.0, 0.00, 0.00, 0.00, 0.00, 25.80
27, 01.09.2019 4:35:48,10, 21.9,66, 15.9,89, 1009.4, 962.6, 1.0, 1.7, S, 14.1, 15.9, 0.00, 0.00, 0.00, 0.00, 25.80
28, 01.09.2019 4:45:48,10, 21.9,66, 15.8,89, 1009.4, 962.6, 0.7, 1.4, SE, 14.0, 15.8, 0.00, 0.00, 0.00, 0.00, 25.80
29, 01.09.2019 4:55:48,10, 21.8,66, 15.7,89, 1009.3, 962.5, 0.0, 0.0, SE, 13.9, 15.7, 0.00, 0.00, 0.00, 0.00, 25.80
30, 01.09.2019 5:05:48,10, 21.8,66, 15.6,90, 1009.2, 962.4, 0.0, 0.0, SE, 14.0, 15.6, 0.00, 0.00, 0.00, 0.00, 25.80
31, 01.09.2019 5:15:48,10, 21.8,66, 15.5,90, 1009.2, 962.4, 0.0, 0.0, SE, 13.9, 15.5, 0.00, 0.00, 0.00, 0.00, 25.80
32, 01.09.2019 5:25:48,10, 21.7,66, 15.4,90, 1009.1, 962.3, 0.3, 1.7, E, 13.8, 15.4, 0.00, 0.00, 0.00, 0.00, 25.80
33, 01.09.2019 5:35:48,10, 21.7,66, 15.4,90, 1009.2, 962.4, 0.0, 0.0, SE, 13.8, 15.4, 0.00, 0.00, 0.00, 0.00, 25.80
34, 01.09.2019 5:45:48,10, 21.6,66, 15.4,90, 1009.0, 962.2, 0.0, 0.0, SE, 13.8, 15.4, 0.00, 0.00, 0.00, 0.00, 25.80
35, 01.09.2019 5:55:48,10, 21.6,66, 15.3,90, 1009.1, 962.3, 0.7, 1.7, SE, 13.7, 15.3, 0.00, 0.00, 0.00, 0.00, 25.80
36, 01.09.2019 6:05:48,10, 21.6,65, 15.2,90, 1009.2, 962.4, 0.0, 1.0, S, 13.6, 15.2, 0.00, 0.00, 0.00, 0.00, 25.80
37, 01.09.2019 6:15:48,10, 21.6,65, 15.1,91, 1009.2, 962.4, 0.3, 1.4, SE, 13.7, 15.1, 0.00, 0.00, 0.00, 0.00, 25.80
38, 01.09.2019 6:25:48,10, 21.5,65, 15.1,91, 1009.3, 962.5, 1.0, 1.7, SE, 13.7, 15.1, 0.00, 0.00, 0.00, 0.00, 25.80
39, 01.09.2019 6:35:48,10, 21.5,65, 15.1,91, 1009.0, 962.2, 0.0, 0.0, SE, 13.7, 15.1, 0.00, 0.00, 0.00, 0.00, 25.80
